"","X","total_accel_belt","var_total_accel_belt","accel_belt_x","accel_belt_y","accel_belt_z","total_accel_arm","var_accel_arm","accel_arm_x","accel_arm_y","accel_arm_z","total_accel_dumbbell","var_accel_dumbbell","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","total_accel_forearm","var_accel_forearm","accel_forearm_x","accel_forearm_y","accel_forearm_z","classe"
"231",231,20,NA,-43,68,-183,3,NA,2,-9,28,11,NA,16,-27,98,31,NA,160,204,-166,"A"
"232",232,21,NA,-43,70,-184,3,NA,1,-10,24,11,NA,15,-25,100,30,NA,156,195,-160,"A"
"233",233,21,NA,-47,70,-187,3,NA,-2,-12,27,10,NA,13,-30,96,30,NA,152,196,-155,"A"
"234",234,21,NA,-45,71,-186,3,NA,-3,-10,27,10,NA,15,-26,98,30,NA,150,200,-154,"A"
"235",235,21,NA,-46,68,-186,3,NA,-1,-10,27,11,NA,18,-26,98,30,NA,145,205,-156,"A"
"236",236,20,NA,-44,68,-183,3,NA,0,-10,25,11,NA,16,-28,100,31,NA,150,209,-155,"A"
"237",237,21,NA,-45,69,-186,3,NA,-1,-10,25,10,NA,15,-29,97,31,NA,151,212,-154,"A"
"238",238,21,NA,-45,70,-185,3,NA,1,-9,25,11,NA,15,-31,100,31,NA,148,212,-159,"A"
"239",239,21,NA,-45,68,-186,3,NA,-1,-8,26,11,NA,15,-29,98,29,NA,141,196,-155,"A"
"240",240,20,NA,-40,69,-182,3,NA,-1,-7,27,11,NA,16,-28,101,30,NA,140,210,-158,"A"
"241",241,21,0.2,-43,69,-187,3,0.1616,-1,-8,29,10,0.2514,17,-24,96,33,2.82612,147,239,-167,"A"
"242",242,21,NA,-41,69,-186,3,NA,-1,-8,27,10,NA,17,-24,97,34,NA,155,246,-170,"A"
"243",243,20,NA,-43,69,-183,3,NA,0,-8,27,11,NA,14,-29,100,33,NA,140,238,-169,"A"
"244",244,21,NA,-44,70,-184,3,NA,1,-7,26,10,NA,16,-29,97,33,NA,147,236,-166,"A"
"245",245,21,NA,-44,69,-185,3,NA,4,-10,28,11,NA,17,-26,99,33,NA,149,225,-170,"A"
"246",246,20,NA,-43,67,-184,3,NA,-2,-9,28,10,NA,15,-23,97,32,NA,153,216,-171,"A"
"247",247,20,NA,-43,70,-183,3,NA,-2,-7,29,11,NA,24,-16,99,35,NA,150,237,-194,"A"
"248",248,21,NA,-43,70,-184,3,NA,-1,-9,27,11,NA,17,-23,104,36,NA,148,245,-201,"A"
"249",249,20,NA,-42,71,-183,3,NA,0,-9,24,11,NA,13,-27,101,37,NA,157,250,-203,"A"
"250",250,21,NA,-42,70,-184,3,NA,-2,-9,24,10,NA,8,-34,96,37,NA,162,251,-203,"A"
"251",251,20,NA,-43,69,-182,3,NA,1,-10,28,11,NA,7,-35,99,36,NA,160,241,-210,"A"
"252",252,20,NA,-43,71,-181,3,NA,-2,-10,25,11,NA,5,-37,99,36,NA,159,232,-206,"A"
"253",253,21,NA,-43,70,-184,3,NA,-2,-10,25,10,NA,16,-30,95,37,NA,173,237,-207,"A"
"254",254,20,NA,-40,70,-182,3,NA,-2,-9,25,11,NA,13,-34,102,36,NA,159,234,-212,"A"
"255",255,20,NA,-42,70,-182,3,NA,-1,-7,25,11,NA,14,-26,100,37,NA,159,247,-215,"A"
"256",256,20,NA,-39,72,-180,3,NA,-3,-8,23,10,NA,18,-21,99,38,NA,173,252,-208,"A"
"257",257,20,NA,-39,69,-176,2,NA,-2,-10,22,10,NA,15,-25,95,37,NA,185,240,-205,"A"
"258",258,20,NA,-42,69,-176,2,NA,-2,-9,22,11,NA,13,-31,98,36,NA,177,219,-205,"A"
"259",259,20,NA,-44,69,-176,3,NA,-5,-11,25,10,NA,13,-28,97,36,NA,170,229,-208,"A"
"260",260,20,NA,-48,71,-180,3,NA,-3,-10,23,11,NA,14,-30,99,35,NA,154,228,-211,"A"
"261",261,20,NA,-45,73,-179,3,NA,-5,-11,26,11,NA,13,-30,98,34,NA,148,216,-207,"A"
"262",262,20,NA,-43,71,-180,3,NA,-6,-10,25,10,NA,11,-29,96,33,NA,143,210,-203,"A"
"263",263,20,NA,-48,69,-178,3,NA,-3,-9,25,11,NA,16,-36,98,34,NA,148,217,-199,"A"
"264",264,20,NA,-47,70,-181,3,NA,2,-7,30,11,NA,16,-36,100,35,NA,159,230,-192,"A"
"265",265,21,NA,-47,70,-183,3,NA,-2,-6,27,10,NA,15,-33,96,35,NA,161,232,-188,"A"
"266",266,20,NA,-46,71,-182,3,NA,-3,-5,29,11,NA,14,-29,98,35,NA,160,234,-186,"A"
"267",267,21,NA,-47,70,-183,4,NA,0,0,35,10,NA,12,-33,96,33,NA,162,223,-175,"A"
"268",268,21,NA,-47,69,-183,4,NA,5,1,34,11,NA,13,-31,99,31,NA,137,214,-173,"A"
"269",269,21,NA,-46,68,-184,4,NA,4,1,35,10,NA,16,-28,97,32,NA,143,219,-171,"A"
"270",270,21,NA,-45,68,-184,4,NA,7,3,41,10,NA,13,-32,95,32,NA,155,221,-158,"A"
"271",271,20,NA,-44,67,-182,5,NA,11,5,50,10,NA,14,-32,96,32,NA,164,215,-153,"A"
"272",272,20,NA,-46,68,-183,6,NA,13,5,57,11,NA,13,-33,97,30,NA,162,202,-147,"A"
"273",273,21,NA,-46,67,-184,6,NA,12,7,61,11,NA,12,-33,97,29,NA,149,190,-144,"A"
"274",274,21,NA,-45,73,-183,7,NA,17,6,67,10,NA,12,-29,96,28,NA,146,181,-141,"A"
"275",275,21,NA,-46,67,-185,8,NA,21,9,73,10,NA,13,-31,94,28,NA,136,199,-139,"A"
"276",276,21,NA,-46,69,-184,8,NA,25,11,77,10,NA,13,-27,94,30,NA,141,212,-143,"A"
"277",277,20,NA,-46,73,-181,9,NA,27,14,83,10,NA,15,-24,94,31,NA,143,221,-143,"A"
"278",278,20,NA,-44,72,-181,8,NA,27,16,77,10,NA,14,-25,97,30,NA,135,220,-143,"A"
"279",279,20,NA,-45,68,-181,9,NA,32,17,80,10,NA,11,-27,96,30,NA,127,217,-144,"A"
"280",280,20,NA,-47,71,-181,10,NA,38,19,86,10,NA,13,-28,96,30,NA,130,218,-144,"A"
"281",281,20,NA,-46,74,-180,10,NA,40,24,90,10,NA,13,-28,95,30,NA,136,219,-146,"A"
"282",282,20,NA,-42,67,-179,12,NA,50,29,100,10,NA,17,-30,96,31,NA,153,223,-148,"A"
"283",283,20,NA,-42,68,-177,14,NA,60,33,115,10,NA,15,-28,95,33,NA,159,231,-153,"A"
"284",284,20,NA,-41,69,-180,15,NA,72,27,125,10,NA,13,-30,93,34,NA,170,236,-162,"A"
"285",285,20,NA,-43,68,-181,16,NA,82,33,133,10,NA,12,-29,93,34,NA,159,226,-180,"A"
"286",286,20,NA,-45,70,-182,18,NA,92,32,142,10,NA,16,-31,95,33,NA,153,223,-184,"A"
"287",287,20,NA,-47,71,-181,19,NA,99,35,152,11,NA,17,-29,98,34,NA,150,224,-189,"A"
"288",288,20,NA,-47,70,-179,19,NA,109,34,150,10,NA,14,-28,98,34,NA,151,229,-190,"A"
"289",289,20,NA,-47,73,-178,22,NA,144,38,151,10,NA,15,-26,92,35,NA,159,235,-193,"A"
"290",290,20,NA,-46,71,-179,23,NA,157,33,163,10,NA,16,-22,96,35,NA,153,233,-195,"A"
"291",291,20,NA,-45,71,-177,23,NA,164,29,155,10,NA,18,-22,94,35,NA,159,232,-199,"A"
"292",292,20,NA,-42,67,-175,23,NA,171,25,146,10,NA,17,-26,96,34,NA,149,223,-197,"A"
"293",293,20,NA,-39,65,-177,25,NA,189,28,154,10,NA,17,-29,96,33,NA,144,217,-198,"A"
"294",294,20,NA,-40,67,-176,26,NA,200,26,153,10,NA,15,-28,94,34,NA,144,220,-200,"A"
"295",295,20,NA,-43,70,-177,30,NA,272,10,105,10,NA,16,-30,97,35,NA,154,241,-191,"A"
"296",296,20,NA,-44,68,-175,29,NA,274,7,91,10,NA,16,-29,95,35,NA,150,238,-188,"A"
"297",297,20,NA,-44,69,-177,31,NA,287,4,96,11,NA,13,-35,99,34,NA,148,236,-188,"A"
"298",298,20,NA,-42,69,-177,36,NA,346,-7,80,10,NA,18,-23,91,32,NA,141,205,-194,"A"
"299",299,20,NA,-41,70,-180,37,NA,354,-1,74,11,NA,15,-32,98,34,NA,146,232,-196,"A"
"300",300,20,NA,-44,69,-181,40,NA,382,-14,77,10,NA,17,-28,97,37,NA,141,265,-200,"A"
"301",301,20,NA,-44,72,-179,41,NA,392,-13,70,11,NA,15,-32,99,35,NA,136,249,-193,"A"
"302",302,20,NA,-42,70,-180,44,NA,428,-37,8,10,NA,20,-21,89,33,NA,154,221,-184,"A"
"303",303,21,NA,-46,69,-186,45,NA,426,-59,-81,10,NA,19,-25,95,34,NA,137,232,-190,"A"
"304",304,21,NA,-46,67,-184,46,NA,434,-64,-89,10,NA,19,-26,95,35,NA,137,247,-194,"A"
"305",305,21,NA,-45,71,-183,45,NA,421,-90,-114,10,NA,19,-13,96,34,NA,148,238,-185,"A"
"306",306,21,NA,-43,72,-185,45,NA,420,-89,-97,10,NA,17,-20,96,34,NA,143,231,-185,"A"
"307",307,20,NA,-39,68,-183,44,NA,422,-75,-71,10,NA,20,-24,94,33,NA,140,223,-188,"A"
"308",308,20,NA,-39,67,-182,44,NA,420,-68,-73,11,NA,20,-27,99,33,NA,147,221,-191,"A"
"309",309,20,NA,-41,70,-179,44,NA,424,-60,-59,10,NA,16,-22,92,33,NA,144,220,-191,"A"
"310",310,20,NA,-39,70,-183,43,NA,417,-45,-28,10,NA,21,-26,95,34,NA,141,238,-191,"A"
"311",311,20,NA,-37,69,-181,42,NA,407,-45,-33,11,NA,15,-24,100,35,NA,142,249,-192,"A"
"312",312,20,NA,-39,70,-177,41,NA,396,-28,17,10,NA,19,-26,89,36,NA,142,255,-190,"A"
"313",313,20,NA,-38,70,-176,37,NA,361,-8,45,9,NA,17,-12,86,35,NA,140,245,-192,"A"
"314",314,20,0.2,-37,69,-175,36,25.4043,347,8,55,9,0.34,27,-3,85,36,1.31738,146,252,-191,"A"
"315",315,20,NA,-35,71,-175,36,NA,345,6,82,9,NA,21,-9,86,36,NA,147,252,-191,"A"
"316",316,19,NA,-31,67,-171,31,NA,295,20,81,9,NA,24,-6,82,34,NA,137,237,-194,"A"
"317",317,19,NA,-33,66,-167,33,NA,301,18,114,8,NA,20,-9,76,35,NA,142,237,-196,"A"
"318",318,19,NA,-34,66,-166,30,NA,275,31,102,8,NA,22,-2,77,35,NA,150,240,-196,"A"
"319",319,19,NA,-38,69,-174,29,NA,248,26,135,7,NA,23,-7,65,35,NA,144,240,-197,"A"
"320",320,19,NA,-39,69,-173,22,NA,198,36,84,7,NA,10,-13,71,35,NA,150,241,-198,"A"
"321",321,20,NA,-42,71,-175,29,NA,209,37,189,7,NA,19,-9,66,34,NA,140,234,-194,"A"
"322",322,20,NA,-45,71,-174,23,NA,161,32,157,7,NA,21,-8,61,34,NA,147,228,-198,"A"
"323",323,20,NA,-42,70,-177,21,NA,98,47,169,6,NA,9,-13,52,34,NA,139,234,-192,"A"
"324",324,20,NA,-43,71,-177,15,NA,71,25,127,6,NA,12,3,54,34,NA,148,229,-187,"A"
"325",325,20,NA,-41,68,-178,9,NA,22,16,82,5,NA,16,0,45,34,NA,151,238,-186,"A"
"326",326,20,NA,-41,69,-177,9,NA,-20,21,81,5,NA,18,-11,45,34,NA,147,233,-187,"A"
"327",327,20,NA,-41,71,-180,8,NA,-22,18,73,6,NA,19,-19,49,33,NA,134,221,-187,"A"
"328",328,20,NA,-38,68,-180,7,NA,-1,24,66,7,NA,18,-26,60,35,NA,143,244,-194,"A"
"329",329,20,NA,-38,67,-178,7,NA,11,27,64,7,NA,16,-32,57,35,NA,137,248,-198,"A"
"330",330,20,NA,-42,67,-179,7,NA,21,8,63,7,NA,12,-33,63,35,NA,131,245,-199,"A"
"331",331,20,NA,-39,67,-180,6,NA,6,-1,60,8,NA,16,-27,71,35,NA,150,239,-194,"A"
"332",332,20,NA,-42,70,-180,7,NA,7,-1,64,8,NA,24,-9,75,34,NA,145,232,-194,"A"
"333",333,20,NA,-41,72,-180,7,NA,11,3,70,8,NA,16,-25,75,34,NA,144,235,-194,"A"
"334",334,20,NA,-41,72,-181,7,NA,11,-1,68,7,NA,20,-17,67,35,NA,148,241,-195,"A"
"335",335,20,NA,-42,70,-177,8,NA,14,2,73,9,NA,20,-19,82,35,NA,147,240,-197,"A"
"336",336,20,NA,-42,71,-178,8,NA,21,7,77,9,NA,21,-16,83,34,NA,145,235,-189,"A"
"337",337,20,NA,-41,73,-178,9,NA,23,8,85,8,NA,13,-25,74,34,NA,140,232,-190,"A"
"338",338,20,NA,-39,70,-177,10,NA,7,11,94,9,NA,31,-13,80,34,NA,142,234,-193,"A"
"339",339,20,NA,-38,68,-175,13,NA,34,23,124,8,NA,15,-14,78,35,NA,147,241,-194,"A"
"340",340,20,NA,-38,67,-176,13,NA,36,21,122,9,NA,20,-17,82,35,NA,142,239,-194,"A"
"341",341,20,NA,-42,71,-179,15,NA,46,28,136,9,NA,33,-1,85,35,NA,143,239,-195,"A"
"342",342,20,NA,-42,68,-177,16,NA,52,29,140,10,NA,25,-30,87,35,NA,146,238,-196,"A"
"343",343,20,NA,-41,70,-174,21,NA,132,15,161,7,NA,23,-5,68,36,NA,152,247,-193,"A"
"344",344,19,NA,-40,69,-171,21,NA,138,13,151,9,NA,19,-18,89,34,NA,136,238,-195,"A"
"345",345,19,NA,-40,67,-173,21,NA,140,12,147,10,NA,5,-41,94,34,NA,128,238,-194,"A"
"346",346,19,NA,-40,70,-172,23,NA,164,8,159,9,NA,14,-31,79,35,NA,126,246,-196,"A"
"347",347,20,NA,-41,71,-176,24,NA,179,7,148,10,NA,12,-31,90,35,NA,129,251,-194,"A"
"348",348,20,NA,-40,71,-178,27,NA,221,-1,149,10,NA,9,-44,85,35,NA,126,248,-195,"A"
"349",349,20,NA,-38,69,-175,28,NA,234,5,146,9,NA,16,-34,85,35,NA,137,247,-197,"A"
"350",350,19,NA,-41,66,-171,30,NA,258,6,149,9,NA,26,-11,83,34,NA,145,231,-192,"A"
"351",351,19,NA,-43,68,-172,31,NA,266,5,147,9,NA,38,10,82,34,NA,145,226,-189,"A"
"352",352,20,NA,-42,71,-174,31,NA,276,5,137,10,NA,46,35,80,34,NA,151,225,-188,"A"
"353",353,20,NA,-39,73,-176,38,NA,371,-31,47,10,NA,4,-42,93,35,NA,138,241,-193,"A"
"354",354,20,NA,-39,71,-175,38,NA,366,-25,25,10,NA,9,-35,90,35,NA,140,241,-192,"A"
"355",355,20,NA,-44,71,-173,38,NA,374,-40,8,9,NA,19,-25,86,34,NA,137,236,-193,"A"
"356",356,20,NA,-43,72,-177,43,NA,401,-79,-85,10,NA,24,-11,90,34,NA,143,237,-188,"A"
"357",357,20,NA,-41,70,-179,44,NA,407,-86,-109,10,NA,21,-11,96,34,NA,146,238,-188,"A"
"358",358,20,NA,-42,73,-175,45,NA,413,-92,-134,10,NA,16,-18,98,34,NA,142,237,-189,"A"
"359",359,20,NA,-42,68,-177,46,NA,416,-95,-158,10,NA,17,-14,99,34,NA,141,238,-190,"A"
"360",360,20,NA,-44,70,-180,47,NA,419,-100,-158,10,NA,17,-17,99,35,NA,145,242,-191,"A"
"361",361,20,NA,-44,69,-177,45,NA,415,-101,-119,10,NA,18,-10,93,34,NA,136,240,-190,"A"
"362",362,20,NA,-43,71,-179,43,NA,417,-54,-34,10,NA,16,-26,96,35,NA,144,240,-191,"A"
"363",363,21,NA,-44,73,-182,43,NA,415,-53,-26,11,NA,12,-31,99,34,NA,142,240,-190,"A"
"364",364,20,NA,-40,68,-180,43,NA,415,-51,10,10,NA,14,-26,96,34,NA,142,238,-191,"A"
"365",365,20,NA,-39,67,-180,42,NA,411,-32,16,11,NA,15,-22,101,34,NA,144,237,-192,"A"
"366",366,20,NA,-40,68,-180,42,NA,405,-30,24,11,NA,20,-21,99,34,NA,143,238,-190,"A"
"367",367,20,NA,-42,68,-177,41,NA,396,-29,22,11,NA,23,-25,98,34,NA,138,240,-192,"A"
"368",368,20,NA,-41,70,-179,42,NA,406,-11,57,11,NA,20,-23,100,35,NA,142,243,-192,"A"
"369",369,20,NA,-42,72,-177,39,NA,381,1,51,10,NA,15,-23,96,35,NA,141,241,-192,"A"
"370",370,20,NA,-42,71,-179,37,NA,362,-3,51,11,NA,15,-34,103,34,NA,141,238,-194,"A"
"371",371,20,NA,-38,68,-178,37,NA,359,9,62,11,NA,14,-38,97,35,NA,138,242,-192,"A"
"372",372,20,NA,-37,70,-176,38,NA,360,13,87,10,NA,15,-32,93,35,NA,139,242,-194,"A"
"373",373,20,NA,-42,70,-176,35,NA,331,11,93,11,NA,20,-21,100,34,NA,145,237,-191,"A"
"374",374,20,NA,-40,69,-177,34,NA,319,7,78,10,NA,15,-20,98,34,NA,138,235,-191,"A"
"375",375,19,NA,-39,71,-173,26,NA,246,20,75,9,NA,16,-17,88,35,NA,146,240,-189,"A"
"376",376,19,NA,-38,68,-170,23,NA,198,19,97,9,NA,19,-8,90,34,NA,146,233,-191,"A"
"377",377,19,NA,-34,67,-169,23,NA,172,23,151,9,NA,17,-18,82,35,NA,144,241,-192,"A"
"378",378,19,NA,-37,69,-168,19,NA,125,41,129,10,NA,15,-31,92,35,NA,141,238,-196,"A"
"379",379,20,NA,-42,72,-172,17,NA,70,30,149,8,NA,25,-9,74,35,NA,143,239,-193,"A"
"380",380,20,NA,-42,72,-175,26,NA,218,5,126,10,NA,5,-36,90,26,NA,-145,146,-158,"A"
"381",381,20,NA,-43,71,-175,27,NA,233,6,129,9,NA,2,-35,82,27,NA,-150,145,-165,"A"
"382",382,20,NA,-40,69,-175,31,NA,281,4,118,9,NA,23,-14,86,28,NA,-195,114,-150,"A"
"383",383,20,NA,-41,71,-176,32,NA,295,-2,97,9,NA,21,-17,87,28,NA,-197,107,-150,"A"
"384",384,20,NA,-39,69,-174,36,NA,341,-11,87,9,NA,29,-3,85,31,NA,-231,117,-163,"A"
"385",385,20,NA,-40,70,-175,38,NA,369,-9,63,10,NA,29,-1,90,31,NA,-231,89,-181,"A"
"386",386,20,NA,-40,69,-174,40,NA,392,-18,41,9,NA,18,-36,83,28,NA,-207,-15,-182,"A"
"387",387,20,NA,-40,69,-175,42,NA,405,-29,33,9,NA,13,-34,85,27,NA,-192,-43,-180,"A"
"388",388,20,NA,-40,72,-178,42,NA,411,-48,-5,8,NA,25,4,76,29,NA,-170,-113,-192,"A"
"389",389,20,NA,-41,71,-176,43,NA,417,-54,-28,8,NA,25,8,70,29,NA,-162,-143,-191,"A"
"390",390,20,NA,-40,68,-177,44,NA,416,-70,-64,8,NA,27,5,78,30,NA,-148,-154,-196,"A"
"391",391,20,NA,-45,71,-177,45,NA,410,-80,-130,9,NA,19,-13,82,32,NA,-170,-134,-222,"A"
"392",392,20,NA,-45,70,-177,45,NA,411,-86,-136,8,NA,19,-12,76,33,NA,-199,-110,-228,"A"
"393",393,20,NA,-44,71,-180,45,NA,417,-97,-124,10,NA,17,-12,91,30,NA,-181,-84,-210,"A"
"394",394,20,NA,-43,69,-180,46,NA,425,-101,-105,9,NA,20,-14,84,29,NA,-178,-72,-204,"A"
"395",395,20,NA,-41,70,-179,44,NA,412,-80,-85,8,NA,30,8,76,29,NA,-197,-69,-200,"A"
"396",396,20,NA,-42,71,-178,43,NA,413,-72,-63,10,NA,27,3,94,29,NA,-195,-48,-203,"A"
"397",397,20,NA,-43,68,-180,43,NA,412,-53,-40,9,NA,19,-17,81,28,NA,-196,8,-187,"A"
"398",398,20,NA,-43,69,-180,43,NA,414,-55,-23,9,NA,17,-25,85,29,NA,-223,20,-181,"A"
"399",399,20,NA,-41,72,-182,40,NA,391,-25,38,10,NA,17,-22,94,27,NA,-174,108,-161,"A"
"400",400,20,NA,-40,69,-177,36,NA,349,9,24,9,NA,24,-20,87,25,NA,-157,110,-150,"A"
"401",401,20,0,-42,72,-179,34,30.1839,324,22,83,9,0.3996,24,-8,88,27,4.34408,-152,154,-145,"A"
"402",402,20,NA,-40,70,-177,33,NA,310,21,78,10,NA,24,-23,92,27,NA,-148,164,-144,"A"
"403",403,20,NA,-40,70,-179,34,NA,312,9,108,10,NA,18,-20,94,24,NA,-86,179,-134,"A"
"404",404,20,NA,-41,70,-180,32,NA,301,9,99,9,NA,15,-19,89,25,NA,-105,174,-140,"A"
"405",405,20,NA,-40,72,-176,32,NA,290,39,108,10,NA,19,-19,93,28,NA,-122,198,-145,"A"
"406",406,20,NA,-40,70,-177,30,NA,274,38,99,10,NA,23,-16,98,28,NA,-97,219,-137,"A"
"407",407,20,NA,-35,68,-177,32,NA,273,43,148,10,NA,25,-14,94,26,NA,-38,214,-125,"A"
"408",408,20,NA,-40,70,-174,29,NA,231,57,159,10,NA,20,-14,91,34,NA,-2,305,-133,"A"
"409",409,19,NA,-37,68,-169,19,NA,141,35,122,9,NA,28,-2,82,37,NA,44,331,-149,"A"
"410",410,19,NA,-36,70,-172,18,NA,131,38,115,9,NA,24,-7,82,36,NA,24,320,-152,"A"
"411",411,19,NA,-35,71,-172,17,NA,120,44,106,9,NA,25,-7,80,35,NA,18,310,-156,"A"
"412",412,20,NA,-46,72,-175,13,NA,76,21,102,8,NA,24,-11,72,34,NA,95,281,-162,"A"
"413",413,20,NA,-41,71,-175,11,NA,28,31,100,8,NA,16,-21,76,36,NA,124,290,-155,"A"
"414",414,20,NA,-40,69,-177,11,NA,30,27,101,8,NA,26,-14,68,38,NA,138,309,-147,"A"
"415",415,20,NA,-45,71,-175,10,NA,24,31,89,7,NA,23,-4,63,37,NA,143,299,-144,"A"
"416",416,20,NA,-40,69,-174,9,NA,15,29,87,6,NA,17,-13,59,32,NA,97,261,-150,"A"
"417",417,20,NA,-40,70,-176,9,NA,20,27,84,6,NA,14,-15,56,35,NA,95,280,-166,"A"
"418",418,20,NA,-40,69,-177,8,NA,20,19,77,6,NA,15,-8,57,36,NA,104,287,-171,"A"
"419",419,20,NA,-40,69,-178,7,NA,20,9,70,6,NA,12,3,57,36,NA,98,288,-174,"A"
"420",420,20,NA,-43,71,-177,5,NA,16,11,50,6,NA,17,17,53,36,NA,95,288,-183,"A"
"421",421,20,NA,-42,69,-178,5,NA,14,9,49,6,NA,23,9,52,36,NA,92,286,-183,"A"
"422",422,20,NA,-42,69,-175,6,NA,11,9,52,5,NA,24,2,48,36,NA,93,282,-185,"A"
"423",423,20,NA,-45,72,-179,5,NA,4,6,44,6,NA,23,5,54,35,NA,85,281,-181,"A"
"424",424,20,NA,-46,70,-178,5,NA,2,10,45,7,NA,24,5,59,36,NA,100,289,-180,"A"
"425",425,20,NA,-45,70,-178,4,NA,-2,7,35,6,NA,25,-1,56,35,NA,93,285,-176,"A"
"426",426,20,NA,-44,70,-175,5,NA,0,9,50,7,NA,28,-19,61,39,NA,90,328,-172,"A"
"427",427,20,NA,-42,71,-177,5,NA,1,7,51,7,NA,24,-15,65,38,NA,73,323,-173,"A"
"428",428,20,NA,-39,72,-177,6,NA,4,7,55,9,NA,23,-16,85,37,NA,51,314,-167,"A"
"429",429,20,NA,-39,73,-177,6,NA,3,7,56,9,NA,20,-24,78,38,NA,57,332,-166,"A"
"430",430,20,NA,-41,68,-174,7,NA,4,8,70,8,NA,27,-26,67,38,NA,56,331,-163,"A"
"431",431,20,NA,-41,68,-174,7,NA,-1,8,73,8,NA,29,-27,71,37,NA,43,326,-159,"A"
"432",432,20,NA,-39,72,-174,8,NA,4,12,76,8,NA,27,-7,78,38,NA,40,337,-161,"A"
"433",433,20,NA,-35,73,-177,9,NA,16,16,84,8,NA,19,-9,71,37,NA,31,325,-160,"A"
"434",434,19,NA,-40,67,-172,9,NA,18,17,86,8,NA,19,-1,79,36,NA,7,310,-162,"A"
"435",435,19,NA,-41,69,-173,10,NA,26,25,95,10,NA,18,-14,91,37,NA,3,317,-168,"A"
"436",436,20,NA,-40,71,-175,12,NA,35,29,111,8,NA,23,-9,75,36,NA,2,307,-168,"A"
"437",437,19,NA,-41,68,-173,13,NA,41,36,110,9,NA,14,-12,87,35,NA,-39,289,-175,"A"
"438",438,19,NA,-41,70,-173,13,NA,44,42,117,7,NA,22,-6,61,34,NA,-36,284,-170,"A"
"439",439,19,NA,-41,70,-173,15,NA,47,41,128,8,NA,30,3,73,35,NA,-52,294,-174,"A"
"440",440,20,NA,-41,69,-178,15,NA,50,45,128,10,NA,32,0,89,36,NA,-66,299,-177,"A"
"441",441,19,NA,-43,68,-172,17,NA,70,54,142,10,NA,25,-17,89,36,NA,-68,298,-180,"A"
"442",442,19,NA,-42,69,-171,17,NA,76,46,142,8,NA,12,-21,75,35,NA,-88,283,-178,"A"
"443",443,20,NA,-40,72,-173,21,NA,148,25,143,10,NA,28,-3,92,31,NA,-141,220,-162,"A"
"444",444,20,NA,-41,67,-175,23,NA,176,32,145,10,NA,23,-11,93,30,NA,-153,191,-164,"A"
"445",445,19,NA,-42,67,-172,25,NA,188,33,149,10,NA,11,-15,92,32,NA,-178,182,-177,"A"
"446",446,19,NA,-40,69,-172,25,NA,196,35,145,8,NA,18,-7,79,30,NA,-176,155,-180,"A"
"447",447,19,NA,-43,67,-173,28,NA,239,30,140,9,NA,16,-11,85,27,NA,-168,88,-184,"A"
"448",448,19,NA,-43,70,-172,28,NA,245,25,120,10,NA,22,-3,96,24,NA,-152,43,-178,"A"
"449",449,19,NA,-42,71,-172,29,NA,262,21,112,10,NA,25,-13,96,26,NA,-166,29,-193,"A"
"450",450,20,NA,-41,69,-175,31,NA,292,11,94,9,NA,18,0,83,27,NA,-160,-38,-207,"A"
"451",451,20,NA,-40,70,-174,32,NA,304,9,94,8,NA,34,16,74,28,NA,-156,-80,-213,"A"
"452",452,19,NA,-40,71,-172,34,NA,326,-2,82,9,NA,24,-5,81,31,NA,-139,-149,-220,"A"
"453",453,19,NA,-36,70,-173,35,NA,339,-12,57,9,NA,26,8,79,33,NA,-142,-177,-227,"A"
"454",454,19,NA,-38,71,-169,38,NA,368,-14,40,10,NA,29,-9,90,35,NA,-177,-164,-247,"A"
"455",455,19,NA,-37,70,-171,39,NA,376,-12,33,9,NA,25,-16,82,32,NA,-148,-134,-244,"A"
"456",456,19,NA,-33,72,-173,39,NA,383,-37,-11,10,NA,25,-1,91,31,NA,-178,-105,-224,"A"
"457",457,19,NA,-40,69,-173,41,NA,398,-49,-41,10,NA,15,-20,99,31,NA,-194,-64,-220,"A"
"458",458,20,NA,-43,68,-174,42,NA,403,-53,-60,9,NA,17,-20,88,30,NA,-205,-48,-208,"A"
"459",459,20,NA,-43,70,-173,44,NA,413,-74,-91,9,NA,19,-23,88,29,NA,-197,-23,-200,"A"
"460",460,20,NA,-43,70,-174,44,NA,416,-75,-103,9,NA,14,-27,84,31,NA,-219,35,-201,"A"
"461",461,20,NA,-42,70,-176,45,NA,418,-75,-129,9,NA,18,-16,88,32,NA,-246,33,-195,"A"
"462",462,20,NA,-43,70,-174,46,NA,425,-80,-137,9,NA,22,-2,89,31,NA,-232,47,-189,"A"
"463",463,20,0.3,-44,70,-178,47,178.5063,430,-77,-137,9,0.8456,24,1,80,32,14.1443,-255,42,-180,"A"
"464",464,20,NA,-45,71,-177,46,NA,424,-71,-137,9,NA,23,-3,87,28,NA,-213,64,-167,"A"
"465",465,20,NA,-44,73,-177,44,NA,418,-44,-95,9,NA,22,-12,80,30,NA,-221,114,-160,"A"
"466",466,20,NA,-41,71,-178,43,NA,413,-35,-57,9,NA,20,-16,82,32,NA,-228,150,-162,"A"
"467",467,20,NA,-42,72,-178,39,NA,383,-22,-20,9,NA,21,-9,84,26,NA,-125,168,-151,"A"
